,,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,10.00,11,12.00,13.00,14.00,15.00,16.00,17.00,18.00,19.00,20.00,21.00,22.00,23.00,24.00,
,No,ABB,Countries,EU (y/n),Interests_IFS, Coupon_Bloomberg,Interests applied,CURRIC (MN),Notes in Circ (MN),MBase (MN),M0 (MN),M1 (MN),"Seigniorage (LCU,MN)",Exchange ,"Seigniorage (USD,MN)",Currency base,"2013 GDP (USD,MN)",GDP per Capita,Percentage of GDP,ln(GDP per Capita),lg(Seigniorage),lg(GDP),Population,Seinarage per capita,lg(Seinarage per capita),
,14.00,KOR,"Korea, Rep.",n,0.03,0.03,0.03,63242309.40,na,104262012.40,na,"515,643,400",2001513.69,1156.06,1731.32,54704.99,1304554.00,25976.95,0.00,10.16,21.27,27.90,50219670.06,39855.17,4.60,
,15.00,MEX,Mexico,n,0.06,0.10,0.06,917875.17,na,917875.79,na,"2,513,758",52112.36,12.64,4124.12,72639.65,1260915.00,10307.28,0.00,9.24,22.14,27.86,122332431.89,425.99,2.63,
,16.00,IDN,Indonesia,n,na,0.08,0.08,500020357.10,na,891612465.19,na,"887,081,008",41876704.91,9090.43,4606.68,55005.12,868346.00,3475.25,0.01,8.15,22.25,27.49,249865731.00,167596.83,5.22,
,17.00,TUR,Turkey,n,na,0.09,0.09,74814.59,na,263510.27,na,"229,376",6733.31,1.50,4480.37,49781.85,820207.00,10971.66,0.01,9.30,22.22,27.43,74756898.79,90.07,1.95,
,18.00,NLD,Netherlands,y,0.02,0.02,0.02,na,na,na,na,na,1648.44,0.75,2188.70,111582.79,800173.00,50793.14,0.00,10.84,21.51,27.41,15753563.44,104.64,2.02,
,19.00,SAU,Saudi Arabia,n,na,0.06,0.06,na,na,343534.97,na,"1,000,449",18894.42,3.75,5038.51,91609.33,745273.00,25961.81,0.01,10.16,22.34,27.34,28706513.35,658.19,2.82,
,20.00,CHE,Switzerland,n,0.01,0.01,0.01,na,na,380523.00,na,"554,429",4756.54,1.04,4560.85,364868.10,650377.00,84815.41,0.01,11.35,22.24,27.20,7668146.90,620.30,2.79,
,21.00,ARG,Argentina,n,na,0.12,0.12,na,na,377196.52,na,"496,728",44320.59,3.90,11375.06,96809.02,611755.00,14715.18,0.02,9.60,23.15,27.14,41573055.80,1066.09,3.03,
,22.00,SWE,Sweden,n,0.02,0.03,0.02,na,86000.00,na,82359.00,"1,844,991",1823.92,7.21,253.06,11931.98,558949.00,60430.22,0.00,11.01,19.35,27.05,9249495.38,197.19,2.29,
,23.00,NGA,Nigeria,n,na,0.14,0.14,1776813.16,na,5443028.49,na,"7,818,008",252307.47,150.30,1678.71,11821.93,521803.00,3005.51,0.00,8.01,21.24,26.98,173615240.31,1453.26,3.16,
,24.00,POL,Poland,n,0.04,0.03,0.04,na,126142.80,na,164009.50,"555,851",5088.11,3.02,1687.43,41834.25,517543.00,13647.96,0.00,9.52,21.25,26.97,37920892.33,134.18,2.13,
,25.00,NOR,Norway,n,0.02,0.03,0.02,na,54060.00,na,na,na,1037.50,6.04,171.65,8944.16,512580.00,100818.50,0.00,11.52,18.96,26.96,5084185.78,204.06,2.31,
,26.00,BEL,Belgium,y,0.02,0.03,0.02,na,na,na,na,na,1020.23,0.75,1354.60,56207.58,508116.00,46877.99,0.00,10.76,21.03,26.95,10839117.48,94.12,1.97,
,27.00,VEN,"Venezuela, RB",n,0.15,0.08,0.15,147253.45,na,461147.79,na,"1,199,722",22478.24,2.58,8705.54,57029.44,438284.00,14414.75,0.02,9.58,22.89,26.81,30405237.19,739.29,2.87,
,28.00,AUT,Austria,y,0.02,0.02,0.02,na,na,na,na,na,808.30,0.75,1073.22,53393.95,415672.00,50546.70,0.00,10.83,20.79,26.75,8223524.39,98.29,1.99,
,29.00,THA,Thailand,n,0.04,0.04,0.04,1425282.50,na,1528078.49,na,na,54155.73,31.69,1709.15,44981.88,387252.00,5778.98,0.00,8.66,21.26,26.68,67010473.57,808.17,2.91,
,30,ARE,United Arab Emirates,n,na,na,na,na,na,na,na,na,na,3.67,na,,,,,,,,,,,
,31.00,COL,Colombia,n,na,0.10,0.10,49095480.00,na,65098798.16,na,"85,838,218",4909548.00,1898.57,2585.92,25859.19,378148.00,7831.22,0.01,8.97,21.67,26.66,48287268.95,101673.76,5.01,
,32,IRN,"Iran, Islamic Rep.",n,na,na,na,na,na,na,na,na,na,"10,254.18",na,,,,,,,,,,,
,33.00,ZAF,South Africa,n,0.08,0.11,0.08,119056.73,na,191139.42,193902.19,"1,132,039",9194.16,7.32,1255.82,16261.87,350630.00,6617.91,0.00,8.80,20.95,26.58,52981970.86,173.53,2.24,
,34.00,DNK,Denmark,n,0.02,0.02,0.02,na,66491.02,na,na,"879,590",1160.82,5.62,206.40,11822.57,330614.00,59831.70,0.00,11.00,19.15,26.52,5525733.42,210.08,2.32,
,35.00,MYS,Malaysia,n,0.03,0.04,0.03,73030.83,na,115825.38,na,"327,503",2500.94,3.22,776.43,22672.73,312435.00,10538.06,0.00,9.26,20.47,26.47,29648252.40,84.35,1.93,
,36.00,SGP,Singapore,n,0.02,0.03,0.02,na,33859.00,na,na,"154,603",698.91,1.36,512.58,24832.26,297941.00,55182.48,0.00,10.92,20.05,26.42,5399195.27,129.45,2.11,
,37.00,ISR,Israel,n,na,0.04,0.04,na,73142.00,na,na,na,2742.83,3.74,733.58,19562.05,291357.00,36051.15,0.00,10.49,20.41,26.40,8081768.22,339.38,2.53,
,38.00,CHL,Chile,n,na,0.02,0.02,6917607.39,na,8754473.91,na,"22,693,758",155646.17,510.25,305.04,13557.31,277199.00,15732.31,0.00,9.66,19.54,26.35,17619722.31,8833.63,3.95,
,39.00,HKG,"Hong Kong SAR, China",n,na,0.02,0.02,na,32930.00,1255766.00,na,"1,510,895",605.91,7.77,77.99,4238.55,274013.00,38123.52,0.00,10.55,18.17,26.34,7187504.85,84.30,1.93,
,40.00,PHL,Philippines,n,na,0.14,0.14,797451.94,na,1926202.11,na,na,109649.64,45.11,2430.74,17678.07,272017.00,2765.08,0.01,7.92,21.61,26.33,98375652.35,1114.60,3.05,
,41.00,EGY,"Egypt, Arab Rep.",n,na,0.15,0.15,264882.08,na,406069.01,na,"373,624",40394.52,5.62,7185.15,47115.75,271973.00,3314.46,0.03,8.11,22.70,26.33,82056431.44,492.28,2.69,
,42.00,FIN,Finland,y,0.02,0.02,0.02,na,na,na,na,na,517.32,0.75,686.87,36893.30,256842.00,49146.65,0.00,10.80,20.35,26.27,5226033.06,98.99,2.00,
,43.00,GRC,Greece,y,0.10,0.02,0.10,na,na,na,na,na,837.17,0.75,1111.54,11055.53,241721.00,21956.41,0.00,10.00,20.83,26.21,11009130.50,76.04,1.88,
,44.00,PAK,Pakistan,n,na,0.12,0.12,2212091.53,na,2708665.54,na,"7,099,569",265450.98,85.19,3115.85,25965.40,236625.00,1275.30,0.01,7.15,21.86,26.19,185544313.37,1430.66,3.16,
,45.00,KAZ,Kazakhstan,n,na,0.07,0.07,1762906.87,na,2825960.60,na,"3,518,418",125695.26,147.36,853.01,11963.67,224415.00,13609.75,0.00,9.52,20.56,26.14,16489277.48,7622.85,3.88,
,46.00,IRQ,Iraq,n,na,0.06,0.06,40630036.00,na,73259280.00,73259000.00,"73,831,000",2356542.09,1170.00,2014.14,34726.53,222879.00,6862.50,0.01,8.83,21.42,26.13,32477834.65,72558.47,4.86,
,47.00,PRT,Portugal,y,0.06,0.06,0.06,na,na,na,na,na,717.84,0.75,953.11,15142.74,220022.00,21733.07,0.00,9.99,20.68,26.12,10123832.90,70.91,1.85,
,48.00,IRL,Ireland,y,0.04,0.03,0.04,na,na,na,na,na,477.92,0.75,634.55,16742.74,217816.00,50503.42,0.00,10.83,20.27,26.11,4312895.80,110.81,2.04,
,49,DZA,Algeria,n,na,na,na,"3,247,648",na,"4,137,804",na,"8,249,811",na,74.39,na,,,,,,,,,,,
,50.00,QAT,Qatar,n,na,0.04,0.04,12340.44,na,44038.85,na,"105,931",431.92,3.64,118.66,3390.23,202450.00,93714.06,0.00,11.45,18.59,26.03,2160294.76,199.93,2.30,
,51.00,PER,Peru,n,na,0.07,0.07,na,na,51936.53,na,na,3817.34,2.83,1351.21,18383.80,202296.00,6661.59,0.01,8.80,21.02,26.03,30367519.80,125.70,2.10,
,52.00,CZE,Czech Republic,n,0.02,0.02,0.02,na,441847.00,na,na,"2,511,832",9733.53,19.10,509.66,23135.47,198450.00,19844.76,0.00,9.90,20.05,26.01,10000120.11,973.34,2.99,
,53.00,ROM,Romania,n,0.04,0.03,0.04,40316.71,na,68665.96,na,"100,314",1712.79,3.18,538.97,12686.59,189638.00,9499.21,0.00,9.16,20.11,25.97,19963563.94,85.80,1.93,
,54.00,NZL,New Zealand,n,0.04,0.06,0.04,na,4883.00,na,na,"39,881",171.81,1.39,123.80,3518.43,185787.00,41555.83,0.00,10.63,18.63,25.95,4470780.16,38.43,1.58,
,55.00,KWT,Kuwait,n,na,0.03,0.03,1481.25,na,6831.91,na,"8,677",46.29,0.29,161.51,5168.25,183219.00,52197.34,0.00,10.86,18.90,25.93,3510121.31,13.19,1.12,
,56.00,UKR,Ukraine,n,na,0.08,0.08,261870.28,na,307138.77,237776.62,"383,821",19640.27,7.94,2474.95,32999.27,177431.00,3900.47,0.01,8.27,21.63,25.90,45489700.05,431.75,2.64,
,57.00,VNM,Vietnam,n,na,0.06,0.06,na,na,na,506738830.00,na,32431285.12,18612.92,1742.41,27225.12,171392.00,1910.51,0.01,7.56,21.28,25.87,89709945.11,361512.71,5.56,
,58.00,HUN,Hungary,n,0.06,0.06,0.06,na,3188994.00,3795900.00,na,"8,898,600",188894.74,207.94,908.39,15335.82,129989.00,13480.91,0.01,9.51,20.63,25.59,9642449.77,19589.91,4.29,
,59.00,BGD,Bangladesh,n,na,0.11,0.11,819032.00,746382.62,1204540.00,na,"1,286,351",90093.52,69.65,1293.53,11759.37,129857.00,957.82,0.01,6.86,20.98,25.59,135574974.04,664.53,2.82,
,60.00,AGO,Angola,n,0.08,0.08,0.08,410181.67,na,1160258.44,na,"2,587,093",33839.99,91.91,368.20,4463.07,121704.00,5783.37,0.00,8.66,19.72,25.52,21043797.68,1608.07,3.21,
,61.00,MAR,Morocco,n,na,0.05,0.05,182079.84,na,205097.96,na,"628,941",8284.63,8.42,984.26,21631.99,104374.00,3092.61,0.01,8.04,20.71,25.37,33749524.38,245.47,2.39,
,62,PRI,Puerto Rico,n,na,na,na,na,na,na,na,na,na,1.00,na,,,,,,,,,,,
,63.00,SVK,Slovak Republic,y,0.03,0.03,0.03,na,na,na,na,0,318.08,0.75,422.32,13249.33,95770.00,18046.84,0.00,9.80,19.86,25.29,5306745.29,59.94,1.78,
,64.00,ECU,Ecuador,n,na,0.07,0.07,na,na,4853.00,na,"16,272",315.44,1.00,315.44,4853.00,90023.00,6002.89,0.00,8.70,19.57,25.22,14996621.31,21.03,1.32,
,65.00,OMN,Oman,n,na,0.06,0.06,1342.69,na,2652.37,na,"3,951",73.85,0.38,192.06,3492.05,80570.00,21929.01,0.00,10.00,19.07,25.11,3674127.71,20.10,1.30,
,66,LBY,Libya,n,na,na,na,na,na,"36,887",na,"64,299",na,1.27,na,,"75,456","11,965",,,,25.05,"6,306,536",,,
,67.00,AZE,Azerbaijan,n,na,0.05,0.05,11033.73,na,11793.51,na,"12,737",524.10,0.80,652.97,13746.63,73560.00,7811.79,0.01,8.96,20.30,25.02,9416535.99,55.66,1.75,
,68.00,BLR,Belarus,n,na,0.09,0.09,17892860.70,na,34388380.20,na,"37,099,100",1601411.03,2978.51,537.66,6007.32,71710.00,7575.48,0.01,8.93,20.10,25.00,9466064.20,169173.90,5.23,
,69,CUB,Cuba,n,na,na,na,na,na,na,na,na,na,#N/A,na,,"68,234",0,,,,,,,,
,70.00,LKA,Sri Lanka,n,na,0.10,0.10,na,339770.98,na,na,0,33977.10,113.06,300.51,3005.11,67182.00,3279.89,0.00,8.10,19.52,24.93,20482995.32,1658.80,3.22,
,71,SDN,Sudan, n,na,,,,,,,,,,,,,,,,,,,,,
,72,DOM,Dominican Republic,n,na,,,,,,,,,,,,,,,,,,,,,
,73.00,LUX,Luxembourg,y,0.02,#N/A,0.02,na,na,na,na,,83.59,0.75,110.98,5993.48,60383.00,110697.03,0.00,11.61,18.52,24.82,545479.86,153.23,2.19,
,74,HRV,Croatia,n,na,,,,,,,,,,,,,,,,,,,,,
,75,UZB,Uzbekistan,n,na,,,,,,,,,,,,,,,,,,,,,
,76,URY,Uruguay,n,na,,,,,,,,,,,,,,,,,,,,,
,77,GTM,Guatemala,n,na,,,,,,,,,,,,,,,,,,,,,
,78,BGR,Bulgaria,n,3.47%,,,,,,,,,,,,,,,,,,,,,
,79,MAC,"Macao SAR, China",n,na,,,,,,,,,,,,,,,,,,,,,
,80,CRI,Costa Rica,n,na,,,,,,,,,,,,,,,,,,,,,
,81,GHA,Ghana,n,18.40%,,,,,,,,,,,,,,,,,,,,,
,82,TUN,Tunisia,n,na,,,,,,,,,,,,,,,,,,,,,
,83,ETH,Ethiopia,n,na,,,,,,,,,,,,,,,,,,,,,
,84.00,SVN,Slovenia,y,0.06,#N/A,0.06,na,na,na,na,,142.26,0.75,188.88,3250.07,45932.00,23289.34,0.00,10.06,19.06,24.55,1972233.15,72.13,1.86,
,85,LTU,Lithuania,n,3.83%,,,,,,,,,,,,,,,,,,,,,
,86,LBN,Lebanon,n,na,,,,,,,,,,,,,,,,,,,,,
,87,KEN,Kenya,n,na,,,,,,,,,,,,,,,,,,,,,
,88,PAN,Panama,n,na,,,,,,,,,,,,,,,,,,,,,
,89,SRB,Serbia,n,na,,,,,,,,,,,,,,,,,,,,,
,90,TKM,Turkmenistan,n,na,,,,,,,,,,,,,,,,,,,,,
,91,YEM,"Yemen, Rep.",n,na,,,,,,,,,,,,,,,,,,,,,
,92,JOR,Jordan,n,na,,,,,,,,,,,,,,,,,,,,,
,93,TZA,Tanzania,n,na,,,,,,,,,,,,,,,,,,,,,
,94,BHR,Bahrain,n,na,,,,,,,,,,,,,,,,,,,,,
,95.00,LVA,Latvia,y,0.03,#N/A,0.03,na,na,na,na,,116.15,0.75,154.22,4617.45,30905.00,15375.45,0.00,9.64,18.85,24.15,2010023.04,57.79,1.76,
,96,CIV,Côte d'Ivoire,n,na,,,,,,,,,,,,,,,,,,,,,
,97,ZAR,"Congo, Dem. Rep.",n,na,,,,,,,,,,,,,,,,,,,,,
,98,BOL,Bolivia,n,na,,,,,,,,,,,,,,,,,,,,,
,99,PRY,Paraguay,n,na,,,,,,,,,,,,,,,,,,,,,
,100,CMR,Cameroon,n,na,,,,,,,,,,,,,,,,,,,,,
,101.00,EST,Estonia,y,na,na,na,na,na,na,na,,79.39,0.75,105.40,#VALUE!,24477.00,18783.06,0.00,9.84,18.47,23.92,1303142.39,60.92,1.78,
,102.00,CYP,Cyprus,y,0.07,#N/A,0.07,na,na,na,na,,62.30,0.75,82.72,1272.54,24259.00,25248.98,0.00,10.14,18.23,23.91,960791.25,64.84,1.81,
,103.00,MLT,Malta,y,0.03,#N/A,0.03,na,na,na,na,,26.68,0.75,35.43,1053.56,22384.00,22779.91,0.00,10.03,17.38,23.83,982620.19,27.15,1.43,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
